number,S1,S2,S3,Total,Anchor,Pass
3190801365,22,29,21,72,53.5,0
3190801366,30,37,27,94,77.1,1
3190801367,37,45,22,104,41.3,1
3190801368,34,30,28,92,16.7,1
3190801369,35,39,30,104,76.5,1
3190801370,37,31,25,93,77.1,1
3190801371,41,27,23,91,53.5,1
3190801372,22,37,24,83,58.7,0
3190801373,46,42,37,125,34.5,1
3190801374,45,34,54,133,53.5,1
3190801375,39,30,35,104,57.4,1
3190801376,39,31,23,93,60.3,1
3190801377,48,36,38,122,53.5,1
3190801378,45,25,21,91,53.5,1
3190801379,40,47,33,120,53.5,1
3190801380,35,36,23,94,59.7,1
3190801381,29,28,39,96,77.1,1
3190801382,38,40,27,105,76.5,1
3190801383,31,29,21,81,40.7,0
3190801384,43,24,33,100,40.7,1
3190801385,24,40,29,93,83.3,1
3190801386,24,14,16,54,17.8,0
3190801387,49,41,36,126,83.3,1
3190801388,17,23,16,56,60.3,0
3190801389,18,24,34,76,81,0
3190801390,37,29,22,88,53.5,0
3190801391,40,34,25,99,100,1
3190801392,21,28,20,69,17.8,0
3190801393,41,39,34,114,76.5,1
3190801394,34,42,23,99,17.8,1
3190801395,50,36,25,111,34.5,1
3190801396,38,23,25,86,17.8,0
3190801397,36,37,29,102,76.5,1
3190801398,36,33,25,94,59.7,1
3190801399,43,33,15,91,57.4,1
3190801400,44,31,22,97,76.5,1
3190801401,37,24,20,81,36.8,0
3190801402,41,28,32,101,41.3,1
3190801403,29,39,27,95,16.7,1
3190801404,39,28,27,94,0,1
3190801405,28,31,24,83,100,0
3190801406,18,12,20,50,17.8,0
3190801407,27,21,19,67,59.7,0
3190801408,28,26,36,90,40.7,1
3190801409,28,30,27,85,58,0
3190801410,49,49,40,138,57.4,1
3190801411,43,36,30,109,53.5,1
3190801412,28,20,25,73,53.5,0
3190801413,24,27,21,72,53.5,0
3190801414,25,24,25,74,17.8,0
3190801415,18,20,20,58,23.5,0
3190801416,35,19,12,66,53.5,0
3190801417,26,28,27,81,36.8,0
3190801418,18,23,26,67,36.8,0
3190801419,32,20,36,88,36.8,0
3190801420,52,36,25,113,16.7,1
3190801421,47,44,42,133,58,1
3190801422,47,36,27,110,76.5,1
3190801423,36,23,14,73,19,0
3190801424,30,28,15,73,0,0
3190801425,35,33,26,94,58.7,1
3190801426,34,26,21,81,36.8,0
3190801427,37,30,27,94,34.5,1
3190801428,34,31,15,80,17.8,0
3190801429,32,27,20,79,22.9,0
3190801430,43,26,23,92,100,1
3190801431,31,28,18,77,17.8,0
3190801432,34,25,35,94,83.3,1
3190801433,22,33,16,71,53.5,0
3190801434,26,31,29,86,39.7,0
3190801435,33,17,18,68,36.8,0
3190801436,30,23,19,72,17.8,0
3190801437,23,25,25,73,76.5,0
3190801438,23,25,25,73,57.4,0
3190801439,36,34,21,91,40.7,1
3190801440,29,27,28,84,82.2,0
3190801441,46,37,41,124,76.5,1
3190801442,47,40,29,116,34.5,1
3190801443,47,37,37,121,83.3,1
3190801444,26,31,33,90,83.3,1
3190801445,30,40,27,97,81,1
3190801446,31,24,29,84,17.8,0
3190801447,19,28,16,63,16.7,0
3190801448,29,28,33,90,40.7,1
3190801449,33,36,45,114,42,1
3190801450,40,29,34,103,46.5,1
3190801451,34,23,29,86,17.8,0
3190801452,34,32,31,97,57.4,1
3190801453,39,41,31,111,100,1
3190801454,35,22,25,82,59.7,0
3190801455,30,20,16,66,77.1,0
3190801456,12,28,28,68,0,0
3190801457,31,28,25,84,57.4,0
3190801458,26,21,29,76,34.5,0
3190801459,19,18,28,65,46.5,0
3190801460,44,37,29,110,100,1
3190801461,34,42,40,116,100,1
3190801462,46,24,35,105,77.1,1
3190801463,44,19,27,90,40.7,1
3190801464,20,23,29,72,57.4,0
3190801465,26,22,26,74,41.3,0
3190801466,43,19,23,85,59.7,0
3190801467,39,39,25,103,53.5,1
3190801468,45,51,36,132,100,1
3190801469,32,16,14,62,17.8,0
3190801470,34,34,27,95,36.8,1
3190801471,51,40,32,123,76.5,1
3190801472,24,31,33,88,57.4,0
3190801473,37,36,27,100,64.3,1
3190801474,41,27,16,84,34.5,0
3190801475,17,16,27,60,59.7,0
3190801476,21,28,14,63,0,0
3190801477,37,41,41,119,59.7,1
3190801478,25,38,29,92,59.7,1
3190801479,43,27,23,93,77.1,1
3190801480,20,23,37,80,40.7,0
3190801481,33,29,20,82,23.5,0
3190801482,25,32,29,86,35.7,0
3190801483,38,21,16,75,17.8,0
3190801484,17,23,27,67,41.3,0
3190801485,34,33,25,92,35.7,1
3190801486,38,29,22,89,39.7,1
3190801487,27,35,37,99,59.7,1
3190801488,39,30,23,92,53.5,1
3190801489,14,25,14,53,16.7,0
3190801490,19,24,21,64,76.5,0
3190801491,35,29,36,100,77.1,1
3190801492,19,21,23,63,23.5,0
3190801493,29,29,29,87,17.8,0
3190801494,26,23,39,88,100,0
3190801495,19,17,27,63,40.7,0
3190801496,29,28,31,88,41.3,0
3190801497,22,26,32,80,39.7,0
3190801498,32,35,35,102,53.5,1
3190801499,22,24,31,77,53.5,0
3190801500,18,19,17,54,17.8,0
3190801501,27,38,33,98,57.4,1
3190801502,17,20,25,62,40.7,0
3190801503,35,27,31,93,53.5,1
3190801504,29,22,16,67,60.3,0
3190801505,24,26,16,66,59.7,0
3190801506,45,32,31,108,23.5,1
3190801507,48,41,28,117,81,1
3190801508,31,14,23,68,64.3,0
3190801509,47,31,30,108,76.5,1
3190801510,18,31,16,65,17.8,0
3190801511,22,19,36,77,17.8,0
3190801512,19,26,27,72,64.3,0
3190801513,24,30,22,76,40.3,0
3190801514,50,36,43,129,58.7,1
3190801515,36,22,18,76,42.6,0
3190801516,39,30,32,101,40.7,1
3190801517,42,34,24,100,53.5,1
3190801518,30,25,23,78,76.5,0
3190801519,31,23,25,79,65.5,0
3190801520,23,34,23,80,59.7,0
3190801521,30,28,27,85,36.8,0
3190801522,39,35,29,103,60.3,1
3190801523,40,27,27,94,19,1
3190801524,29,15,32,76,64.3,0
3190801525,31,21,8,60,36.8,0
3190801526,20,24,33,77,17.8,0
3190801527,25,21,17,63,59.7,0
3190801528,21,17,19,57,41.3,0
3190801529,44,43,44,131,100,1
3190801530,27,22,15,64,60.3,0
3190801531,19,24,34,77,17.8,0
3190801532,39,22,22,83,34.5,0
3190801533,28,24,19,71,53.5,0
3190801534,37,30,21,88,34.5,0
3190801535,18,22,20,60,53.5,0
3190801536,27,30,27,84,53.5,0
3190801537,54,37,34,125,58.7,1
3190801538,24,23,23,70,19,0
3190801539,16,26,22,64,0,0
3190801540,36,25,38,99,59.7,1
3190801541,48,40,33,121,83.3,1
3190801542,25,34,23,82,76.5,0
3190801543,41,35,33,109,81,1
3190801544,41,24,33,98,76.5,1
3190801545,24,12,21,57,19,0
3190801546,37,43,42,122,64.3,1
3190801547,39,42,44,125,64.3,1
3190801548,18,22,23,63,40.7,0
3190801549,21,24,31,76,76.5,0
3190801550,32,33,28,93,53.5,1
3190801551,31,24,18,73,34.5,0
3190801552,49,36,36,121,59.7,1
3190801553,36,27,27,90,59.7,1
3190801554,29,36,25,90,100,1
3190801555,16,19,22,57,40.7,0
3190801556,30,32,18,80,0,0
3190801557,26,18,0,44,36.8,0
3190801558,15,21,34,70,22.9,0
3190801559,24,20,18,62,0,0
3190801560,19,19,16,54,17.8,0
3190801561,16,18,22,56,23.5,0
3190801562,43,37,25,105,36.8,1
3190801563,21,27,18,66,36.8,0
3190801564,14,16,34,64,23.5,0
3190801565,30,21,24,75,59.7,0
3190801566,26,34,23,83,34.5,0
3190801567,29,31,29,89,57.4,1
3190801568,28,23,37,88,64.3,0
3190801569,7,28,31,66,40.7,0
3190801570,24,15,25,64,40.7,0
3190801571,30,39,29,98,40.7,1
3190801572,44,32,29,105,59.7,1
3190801573,21,16,20,57,41.3,0
3190801574,42,41,37,120,57.4,1
3190801575,23,24,29,76,64.3,0
3190801576,31,23,20,74,42,0
3190801577,41,32,33,106,40.7,1
3190801578,47,37,34,118,53.5,1
3190801579,46,13,34,93,76.5,1
3190801580,39,38,30,107,76.5,1
3190801581,36,24,25,85,40.7,0
3190801582,45,49,38,132,81,1
3190801583,26,18,21,65,19,0
3190801584,21,19,25,65,59.7,0
3190801585,34,30,31,95,76.5,1
3190801586,27,22,14,63,40.7,0
3190801587,35,35,22,92,76.5,1
3190801588,36,25,24,85,58,0
3190801589,27,30,41,98,40.7,1
3190801590,18,26,21,65,35.7,0
3190801591,24,31,36,91,100,1
3190801592,48,35,31,114,76.5,1
3190801593,32,36,43,111,57.4,1
3190801594,31,16,26,73,17.8,0
3190801595,34,16,33,83,41.3,0
3190801596,24,30,36,90,59.7,1
3190801597,56,36,30,122,76.5,1
3190801598,19,18,28,65,42.6,0
3190801599,49,41,50,140,77.1,1
3190801600,43,40,42,125,58.7,1
3190801601,41,35,42,118,59.7,1
3190801602,51,43,42,136,100,1
3190801603,48,42,52,142,100,1
3190801604,45,45,43,133,100,1
3190801605,26,25,19,70,34.5,0
3190801606,22,27,29,78,76.5,0
3190801607,19,19,25,63,17.8,0
3190801608,24,25,21,70,0,0
3190801609,34,29,20,83,57.4,0
3190801610,38,32,32,102,40.7,1
3190801611,31,26,27,84,57.4,0
3190801612,47,33,31,111,53.5,1
3190801613,32,19,36,87,41.3,0
3190801614,32,17,32,81,65.5,0
3190801615,35,35,38,108,59.7,1
3190801616,40,34,33,107,41.3,1
3190801617,35,26,36,97,60.3,1
3190801618,33,26,16,75,57.4,0
3190801619,39,45,39,123,40.7,1
3190801620,43,31,43,117,100,1
3190801621,44,35,42,121,40.7,1
3190801622,40,49,47,136,100,1
3190801623,27,19,23,69,39.7,0
3190801624,44,32,27,103,36.8,1
3190801625,20,20,23,63,23.5,0
3190801626,16,18,16,50,0,0
3190801627,41,28,33,102,59.7,1
3190801628,13,27,29,69,40.7,0
3190801629,18,26,22,66,22.9,0
3190801630,41,36,38,115,76.5,1
3190801631,36,47,36,119,39.7,1
3190801632,25,18,20,63,16.7,0
3190801633,45,42,42,129,76.5,1
3190801634,37,26,29,92,59.7,1
3190801635,32,31,27,90,34.5,1
3190801636,25,23,30,78,17.8,0
3190801637,28,28,25,81,59.7,0
3190801638,34,29,35,98,100,1
3190801639,28,22,29,79,46.5,0
3190801640,43,28,21,92,53.5,1
3190801641,36,30,29,95,17.8,1
3190801642,28,24,23,75,19,0
3190801643,21,15,24,60,40.3,0
3190801644,41,37,38,116,64.3,1
3190801645,31,35,40,106,76.5,1
3190801646,32,26,40,98,76.5,1
3190801647,45,40,47,132,100,1
3190801648,23,26,27,76,100,0
3190801649,25,34,37,96,41.3,1
3190801650,29,23,18,70,0,0
3190801651,40,22,35,97,58,1
3190801652,36,24,34,94,81,1
3190801653,34,26,25,85,57.4,0
3190801654,31,19,30,80,40.7,0
3190801655,27,34,35,96,81,1
3190801656,34,36,29,99,57.4,1
3190801657,37,24,32,93,57.4,1
3190801658,19,26,20,65,59.7,0
3190801659,32,25,33,90,53.5,1
3190801660,30,33,36,99,57.4,1
3190801661,24,32,37,93,40.7,1
3190801662,24,11,22,57,39.7,0
3190801663,41,45,33,119,42,1
3190801664,26,30,31,87,57.4,0
3190801665,43,42,40,125,76.5,1
3190801666,26,24,25,75,36.8,0
3190801667,25,22,32,79,46.5,0
3190801668,44,51,47,142,57.4,1
3190801669,33,34,27,94,59.7,1
3190801670,30,30,40,100,40.7,1
3190801671,41,39,43,123,63.2,1
3190801672,38,29,35,102,76.5,1
3190801673,38,33,20,91,35.7,1
3190801674,0,25,27,52,39.7,0
3190801675,30,37,38,105,77.1,1
3190801676,18,11,19,48,22.9,0
3190801677,36,39,42,117,57.4,1
3190801678,37,21,30,88,40.7,0
3190801679,51,43,40,134,100,1
3190801680,24,28,24,76,41.3,0
3190801681,38,28,33,99,57.4,1
3190801682,20,27,25,72,16.7,0
3190801683,37,31,38,106,83.3,1
3190801684,37,28,26,91,53.5,1
3190801685,39,41,29,109,76.5,1
3190801686,33,33,29,95,57.4,1
3190801687,36,32,24,92,19,1
3190801688,31,32,34,97,100,1
3190801689,40,25,17,82,17.8,0
3190801690,26,36,23,85,39.7,0
3190801691,37,36,40,113,59.7,1
3190801692,32,29,31,92,58.7,1
3190801693,36,34,30,100,53.5,1
3190801694,38,36,30,104,58,1
3190801695,46,31,29,106,76.5,1
3190801696,40,28,31,99,40.7,1
3190801697,43,44,35,122,77.1,1
3190801698,25,30,47,102,40.7,1
3190801699,42,45,31,118,34.5,1
3190801700,24,20,20,64,34.5,0
3190801701,24,14,21,59,22.9,0
3190801702,41,30,31,102,59.7,1
3190801703,37,21,29,87,76.5,0
3190801704,43,27,35,105,40.7,1
3190801705,43,46,43,132,57.4,1
3190801706,24,18,28,70,23.5,0
3190801707,37,26,29,92,57.4,1
3190801708,32,37,32,101,59.7,1
3190801709,33,24,36,93,42.6,1
3190801710,26,24,39,89,64.3,1
3190801711,27,19,37,83,64.3,0
3190801712,30,20,20,70,36.8,0
3190801713,22,32,39,93,40.3,1
3190801714,31,23,39,93,83.3,1
3190801715,27,24,18,69,36.8,0
3190801716,43,31,33,107,46.5,1
3190801717,28,20,32,80,41.3,0
3190801718,13,19,23,55,39.7,0
3190801719,25,28,31,84,17.8,0
3190801720,41,29,29,99,57.4,1
3190801721,46,48,42,136,57.4,1
3190801722,33,23,31,87,40.7,0
3190801723,33,34,19,86,34.5,0
3190801724,33,18,31,82,39.7,0
3190801725,37,29,20,86,81,0
3190801726,36,35,28,99,34.5,1
3190801727,32,29,33,94,17.8,1
3190801728,30,21,33,84,59.7,0
3190801729,35,35,31,101,17.8,1
3190801730,21,19,25,65,46.5,0
3190801731,25,24,19,68,0,0
3190801732,25,26,18,69,0,0
3190801733,34,37,27,98,57.4,1
3190801734,25,21,30,76,53.5,0
3190801735,39,35,29,103,34.5,1
3190801736,39,37,32,108,81,1
3190801737,43,46,41,130,57.4,1
3190801738,47,51,44,142,77.1,1
3190801739,42,30,36,108,34.5,1
3190801740,32,35,37,104,53.5,1
3190801741,30,24,19,73,17.8,0
3190801742,26,19,38,83,64.3,0
3190801743,32,38,38,108,81,1
3190801744,24,19,17,60,40.7,0
3190801745,27,25,34,86,83.3,0
3190801746,38,37,36,111,76.5,1
3190801747,32,40,39,111,59.7,1
3190801748,26,14,16,56,0,0
3190801749,39,28,35,102,76.5,1
3190801750,29,33,36,98,40.3,1
3190801751,27,17,36,80,64.3,0
3190801752,39,42,33,114,57.4,1
3190801753,32,25,30,87,41.3,0
3190801754,29,31,32,92,40.7,1
3190801755,36,30,31,97,77.1,1
3190801756,25,22,22,69,19,0
3190801757,39,22,27,88,34.5,0
3190801758,24,38,33,95,83.3,1
3190801759,27,28,29,84,22.9,0
3190801760,42,31,38,111,81,1
3190801761,26,29,27,82,17.8,0
3190801762,29,24,25,78,22.9,0
3190801763,31,17,25,73,42.6,0
3190801764,38,33,38,109,40.7,1
3190801765,21,39,25,85,35.7,0
3190801766,41,31,27,99,57.4,1
3190801767,30,28,27,85,64.3,0
3190801768,28,20,20,68,35.7,0
3190801769,40,30,29,99,59.7,1
3190801770,35,19,23,77,60.3,0
3190801771,37,34,29,100,59.7,1
3190801772,46,42,44,132,81,1
3190801773,25,26,26,77,19,0
3190801774,34,30,34,98,40.7,1
3190801775,26,28,18,72,42,0
3190801776,28,16,23,67,59.7,0
3190801777,28,35,33,96,81,1
3190801778,30,35,32,97,57.4,1
3190801779,36,30,36,102,63.2,1
3190801780,48,43,49,140,81,1
3190801781,22,22,23,67,81,0
3190801782,28,13,12,53,19,0
3190801783,40,36,45,121,53.5,1
3190801784,22,20,14,56,0,0
3190801785,20,22,20,62,22.9,0
3190801786,23,20,29,72,17.8,0
3190801787,28,30,18,76,34.5,0
3190801788,22,16,35,73,22.9,0
3190801789,23,22,23,68,42,0
3190801790,27,25,21,73,57.4,0
3190801791,24,19,34,77,41.3,0
3190801792,26,26,23,75,39.7,0
3190801793,28,29,24,81,83.3,0
3190801794,45,36,37,118,57.4,1
3190801795,40,21,25,86,17.8,0
3190801796,35,39,29,103,57.4,1
3190801797,21,19,21,61,0,0
3190801798,28,28,31,87,34.5,0
3190801799,25,19,12,56,34.5,0
3190801800,34,26,36,96,17.8,1
3190801801,28,27,36,91,76.5,1
3190801802,37,24,31,92,57.4,1
3190801803,42,48,34,124,76.5,1
3190801804,20,26,32,78,57.4,0
3190801805,20,22,27,69,17.8,0
3190801806,25,32,35,92,22.9,1
3190801807,29,27,19,75,23.5,0
3190801808,28,21,31,80,40.7,0
3190801809,30,37,36,103,82.2,1
3190801810,21,36,16,73,19,0
3190801811,34,41,37,112,77.1,1
3190801812,37,27,32,96,64.3,1
3190801813,42,33,32,107,64.3,1
3190801814,33,30,48,111,100,1
3190801815,28,31,23,82,59.7,0
3190801816,24,29,27,80,39.7,0
3190801817,38,35,26,99,17.8,1
3190801818,28,30,22,80,19,0
3190801819,33,30,31,94,63.2,1
3190801820,29,26,29,84,59.7,0
3190801821,36,20,21,77,59.7,0
3190801822,32,29,36,97,40.7,1
3190801823,23,26,34,83,100,0
3190801824,39,22,23,84,17.8,0
3190801825,27,29,15,71,17.8,0
3190801826,28,25,23,76,19,0
3190801827,36,34,35,105,58.7,1
3190801828,37,34,34,105,59.7,1
3190801829,49,37,36,122,76.5,1
3190801830,16,23,28,67,39.7,0
3190801831,26,27,17,70,41.3,0
3190801832,52,38,28,118,53.5,1
3190801833,36,30,25,91,53.5,1
3190801834,19,27,32,78,34.5,0
3190801835,43,33,38,114,100,1
3190801836,19,33,29,81,40.7,0
3190801837,44,31,35,110,100,1
3190801838,29,24,25,78,41.3,0
3190801839,30,20,29,79,57.4,0
3190801840,28,31,42,101,42,1
3190801841,44,34,37,115,53.5,1
3190801842,28,28,29,85,34.5,0
3190801843,43,34,30,107,60.3,1
3190801844,20,30,27,77,63.2,0
3190801845,31,12,31,74,57.4,0
3190801846,47,41,43,131,57.4,1
3190801847,49,42,51,142,76.5,1
3190801848,28,31,27,86,53.5,0
3190801849,43,29,34,106,36.8,1
3190801850,21,29,32,82,60.3,0
3190801851,20,31,33,84,40.7,0
3190801852,27,23,35,85,22.9,0
3190801853,21,27,23,71,58.7,0
3190801854,24,29,27,80,36.8,0
3190801855,16,18,18,52,40.3,0
3190801856,27,22,35,84,59.7,0
3190801857,29,25,21,75,22.9,0
3190801858,34,21,35,90,59.7,1
3190801859,36,31,27,94,59.7,1
3190801860,28,31,40,99,57.4,1
3190801861,44,34,35,113,76.5,1
3190801862,17,22,33,72,22.9,0
3190801863,33,31,36,100,60.3,1
3190801864,23,32,27,82,40.7,0
3190801865,18,23,23,64,40.7,0
3190801866,25,26,31,82,40.7,0
3190801867,26,20,18,64,0,0
3190801868,18,23,24,65,17.8,0
3190801869,18,29,32,79,81,0
3190801870,13,20,17,50,0,0
3190801871,19,26,27,72,65.5,0
3190801872,13,27,18,58,17.8,0
3190801873,26,23,25,74,57.4,0
3190801874,15,27,28,70,0,0
3190801875,26,24,31,81,42,0
3190801876,11,0,19,30,22.9,0
3190801877,21,18,27,66,22.9,0
3190801878,21,17,20,58,17.8,0
3190801879,20,26,35,81,57.4,0
3190801880,17,30,31,78,36.8,0
3190801881,5,16,20,41,17.8,0
3190801882,15,25,27,67,40.7,0
3190801883,22,17,32,71,65.5,0
3190801884,37,31,31,99,59.7,1
3190801885,31,27,33,91,59.7,1
3190801886,36,38,33,107,40.7,1
3190801887,22,23,40,85,22.9,0
3190801888,17,19,21,57,40.7,0
3190801889,34,26,34,94,40.7,1
3190801890,44,39,40,123,64.3,1
3190801891,0,36,25,61,40.7,0
3190801892,19,20,15,54,22.9,0
3190801893,39,24,32,95,83.3,1
3190801894,27,23,28,78,57.4,0
3190801895,22,30,23,75,40.7,0
3190801896,31,38,38,107,83.3,1
3190801897,19,32,25,76,40.7,0
3190801898,31,41,42,114,40.7,1
3190801899,14,15,21,50,22.9,0
3190801900,26,16,26,68,19,0
3190801901,19,20,29,68,64.3,0
3190801902,23,26,47,96,64.3,1
3190801903,23,23,32,78,83.3,0
3190801904,42,43,42,127,100,1
3190801905,15,26,21,62,17.8,0
3190801906,36,38,38,112,34.5,1
3190801907,15,17,18,50,19,0
3190801908,41,42,27,110,53.5,1
3190801909,21,21,22,64,59.7,0
3190801910,35,29,25,89,76.5,1
3190801911,46,41,34,121,41.3,1
3190801912,27,36,27,90,34.5,1
3190801913,19,22,30,71,40.7,0
3190801914,28,20,25,73,36.8,0
3190801915,16,23,23,62,17.8,0
3190801916,35,33,37,105,41.3,1
3190801917,25,25,38,88,40.7,0
3190801918,36,14,23,73,59.7,0
3190801919,49,50,37,136,76.5,1
3190801920,28,34,37,99,83.3,1
3190801921,34,41,42,117,65.5,1
3190801922,29,38,25,92,34.5,1
3190801923,20,18,16,54,64.3,0
3190801924,33,39,31,103,40.7,1
3190801925,24,28,28,80,40.7,0
3190801926,25,12,35,72,57.4,0
3190801927,23,23,36,82,83.3,0
3190801928,21,23,27,71,53.5,0
3190801929,23,32,45,100,63.2,1
3190801930,25,22,27,74,22.9,0
3190801931,38,28,16,82,57.4,0
3190801932,25,29,19,73,35.7,0
3190801933,27,35,42,104,100,1
3190801934,27,28,28,83,46.5,0
3190801935,23,21,25,69,42,0
3190801936,27,17,23,67,22.9,0
3190801937,23,28,39,90,58.7,1
3190801938,14,8,26,48,46.5,0
3190801939,30,24,27,81,35.7,0
3190801940,34,40,31,105,100,1
3190801941,22,23,27,72,42,0
3190801942,27,22,14,63,36.8,0
3190801943,32,23,45,100,65.5,1
3190801944,55,42,44,141,76.5,1
3190801945,38,39,54,131,83.3,1
3190801946,47,45,42,134,58.7,1
3190801947,22,37,31,90,39.7,1
3190801948,12,17,12,41,17.8,0
3190801949,39,27,19,85,42.6,0
3190801950,33,23,20,76,36.8,0
3190801951,40,38,35,113,57.4,1
3190801952,33,39,50,122,76.5,1
3190801953,17,26,19,62,57.4,0
3190801954,32,37,34,103,19,1
3190801955,27,45,27,99,76.5,1
3190801956,28,35,28,91,76.5,1
3190801957,20,21,27,68,40.7,0
3190801958,35,42,46,123,76.5,1
3190801959,32,29,35,96,36.8,1
3190801960,35,23,31,89,57.4,1
3190801961,26,21,42,89,40.7,1
3190801962,23,15,17,55,53.5,0
3190801963,27,18,25,70,42,0
3190801964,25,29,29,83,22.9,0
3190801965,13,18,23,54,63.2,0
3190801966,0,14,20,34,46.5,0
3190801967,30,35,39,104,17.8,1
3190801968,39,44,48,131,59.7,1
3190801969,19,17,40,76,57.4,0
3190801970,20,23,21,64,57.4,0
3190801971,23,26,16,65,40.3,0
3190801972,24,26,14,64,0,0
3190801973,22,22,40,84,40.7,0
3190801974,21,23,20,64,40.7,0
3190801975,36,44,33,113,100,1
3190801976,33,42,25,100,42,1
3190801977,26,29,22,77,19,0
3190801978,27,43,35,105,57.4,1
3190801979,11,20,23,54,46.5,0
3190801980,31,39,54,124,40.7,1
3190801981,19,24,16,59,41.3,0
3190801982,23,25,14,62,40.7,0
3190801983,17,16,33,66,58.7,0
3190801984,34,34,32,100,64.3,1
3190801985,27,19,12,58,53.5,0
3190801986,11,21,0,32,19,0
3190801987,32,20,29,81,83.3,0
3190801988,14,20,19,53,42,0
3190801989,34,19,21,74,59.7,0
3190801990,45,42,23,110,36.8,1
3190801991,26,20,18,64,36.8,0
3190801992,30,20,25,75,19,0
3190801993,39,28,27,94,36.8,1
3190801994,31,18,20,69,17.8,0
3190801995,30,22,16,68,17.8,0
3190801996,43,39,29,111,76.5,1
3190801997,27,26,17,70,59.7,0
3190801998,21,17,20,58,40.3,0
3190801999,18,24,20,62,0,0
3190802000,28,22,27,77,42,0
3190802001,43,42,47,132,83.3,1
3190802002,19,18,36,73,64.3,0
3190802003,38,43,40,121,64.3,1
3190802004,43,25,22,90,53.5,1
3190802005,13,16,17,46,16.7,0
3190802006,29,27,30,86,58.7,0
3190802007,14,27,27,68,46.5,0
3190802008,16,21,19,56,57.4,0
3190802009,19,18,18,55,46.5,0
3190802010,39,36,27,102,53.5,1
3190802011,33,36,44,113,64.3,1
3190802012,21,21,21,63,57.4,0
3190802013,32,29,0,61,0,0
3190802014,22,23,22,67,17.8,0
3190802015,37,30,14,81,19,0
3190802016,22,13,26,61,19,0
3190802017,30,18,19,67,39.7,0
3190802018,30,35,35,100,76.5,1
3190802019,41,33,16,90,77.1,1
3190802020,41,45,37,123,76.5,1
3190802021,25,22,25,72,42,0
3190802022,24,21,22,67,0,0
3190802023,24,21,36,81,0,0
3190802024,34,42,46,122,57.4,1
3190802025,36,37,24,97,64.3,1
3190802026,23,26,27,76,46.5,0
3190802027,36,32,25,93,59.3,1
3190802028,21,21,29,71,57.4,0
3190802029,21,24,25,70,16.7,0
3190802030,32,31,15,78,53.5,0
3190802031,29,23,11,63,40.7,0
3190802032,25,26,14,65,39.7,0
3190802033,20,29,40,89,57.4,1
3190802034,16,17,27,60,23.5,0
3190802035,21,18,27,66,40.7,0
3190802036,43,26,23,92,36.8,1
3190802037,27,19,20,66,0,0
3190802038,39,27,27,93,58,1
3190802039,18,8,19,45,22.9,0
3190802040,9,21,29,59,0,0
3190802041,44,31,36,111,76.5,1
3190802042,44,37,23,104,57.4,1
3190802043,26,23,18,67,36.8,0
3190802044,27,19,20,66,16.7,0
3190802045,15,17,18,50,19,0
3190802046,16,17,15,48,0,0
3190802047,39,28,27,94,19,1
3190802048,17,17,32,66,16.7,0
3190802049,36,29,22,87,34.5,0
3190802050,31,28,39,98,81,1
3190802051,32,30,20,82,59.7,0
3190802052,24,23,12,59,36.8,0
3190802053,36,39,34,109,77.1,1
3190802054,29,33,35,97,40.7,1
3190802055,36,41,27,104,57.4,1
3190802056,25,18,38,81,57.4,0
3190802057,24,27,18,69,16.7,0
3190802058,32,25,29,86,40.7,0
3190802059,13,17,19,49,41.3,0
3190802060,0,12,21,33,23.5,0
3190802061,31,0,21,52,22.9,0
3190802062,25,23,17,65,22.9,0
3190802063,27,27,25,79,40.7,0
3190802064,27,34,48,109,57.4,1
3190802065,42,26,21,89,59.7,1
3190802066,17,20,27,64,0,0
3190802067,26,24,25,75,16.7,0
3190802068,37,27,34,98,59.3,1
3190802069,24,22,24,70,17.8,0
3190802070,21,20,8,49,19,0
3190802071,52,42,29,123,60.3,1
3190802072,32,16,17,65,34.5,0
3190802073,24,21,18,63,0,0
3190802074,31,28,30,89,76.5,1
3190802075,34,25,31,90,40.7,1
3190802076,16,26,19,61,19,0
3190802077,25,26,31,82,23.5,0
3190802078,14,16,28,58,23.5,0
3190802079,39,39,35,113,76.5,1
3190802080,18,8,28,54,41.3,0
3190802081,27,30,27,84,41.3,0
3190802082,19,24,24,67,53.5,0
3190802083,24,24,32,80,76.5,0
3190802084,45,39,35,119,57.4,1
3190802085,43,40,31,114,36.8,1
3190802086,24,40,29,93,35.7,1
3190802087,35,27,25,87,81,0
3190802088,33,23,34,90,64.3,1
3190802089,17,15,21,53,23.5,0
3190802090,18,38,32,88,46.5,0
3190802091,11,16,29,56,46.5,0
3190802092,25,17,17,59,59.7,0
3190802093,26,19,18,63,58,0
3190802094,37,30,27,94,36.8,1
3190802095,39,34,30,103,17.8,1
3190802096,28,38,26,92,81,1
3190802097,20,22,23,65,40.7,0
3190802098,12,20,12,44,23.5,0
3190802099,31,18,30,79,16.7,0
3190802100,36,35,36,107,40.7,1
3190802101,16,16,0,32,46.5,0
3190802102,16,12,23,51,40.3,0
3190802103,32,31,31,94,34.5,1
3190802104,41,26,36,103,40.7,1
3190802105,13,17,24,54,35.7,0
3190802106,17,17,12,46,40.7,0
3190802107,28,17,16,61,76.5,0
3190802108,18,18,18,54,76.5,0
3190802109,26,18,17,61,59.7,0
3190802110,34,31,27,92,17.8,1
3190802111,18,25,18,61,17.8,0
3190802112,54,56,56,166,100,1
